	features	QWK	MSE	MAE
451	('essay_length', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.22755057054313055	83.85700988769531	6.774070739746094
452	('essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.21339411294744015	84.90094757080078	6.834888458251953
453	('essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.19856104550255038	78.10735321044922	6.039127349853516
454	('essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.19594849457679886	77.44290924072266	6.00584602355957
455	('essay_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.21941851479428798	85.78952026367188	6.8354268074035645
456	('essay_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.22461733971413578	83.39530181884766	6.722760200500488
457	('essay_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.1940399607152271	77.06433868408203	5.939808368682861
458	('avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.14806422630058813	80.20899963378906	6.458235263824463
459	('avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.16428097975219025	79.72262573242188	6.126996994018555
460	('avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.1249304029216528	79.0852279663086	5.988950729370117
461	('avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.1434662922770531	81.33435821533203	6.56048059463501
462	('avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.1639131174707753	80.15377044677734	6.44758415222168
463	('avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.16790541535806724	80.09268188476562	6.463665962219238
464	('avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.16692259491475525	79.79474639892578	6.439549922943115
465	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.9649927816620758	5.8791913986206055	1.498681664466858
466	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index')	0.9433166210062928	7.857457637786865	1.8972171545028687
467	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.9644752861250286	5.861763000488281	1.4847066402435303
468	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index')	0.9236872625674805	9.78525447845459	1.8630361557006836
469	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.9638468790275224	5.852611064910889	1.507408857345581
470	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'readability_index', 'difficult_words')	0.9439292180387739	7.386072158813477	1.7677347660064697
471	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9591493580469944	7.899304389953613	1.6550071239471436
472	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9551051014875199	8.046618461608887	1.72541081905365
473	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.934062793315592	8.901432037353516	2.0153920650482178
474	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.9417132604879596	7.908320903778076	1.8229426145553589
475	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9661723366418364	5.811253070831299	1.4850432872772217
476	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9343442220355155	8.351214408874512	1.6820690631866455
477	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9333120529734033	8.711064338684082	1.9872664213180542
478	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.9530809967173469	6.32270622253418	1.5643001794815063
479	('essay_set', 'essay_length', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9310562034924853	9.126534461975098	1.7605957984924316
480	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.96610643475276	5.930500030517578	1.5029959678649902
481	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9655575185109311	5.680385589599609	1.4656673669815063
482	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9654648014755847	5.759977340698242	1.482200026512146
483	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.9655998616314923	5.654390335083008	1.4785981178283691
484	('essay_set', 'essay_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9527187100738167	8.656193733215332	1.8022159337997437
485	('essay_set', 'essay_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9396768134058573	7.807440757751465	1.6682404279708862
486	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9508496948571717	6.55571985244751	1.5265170335769653
487	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9592428566764677	7.941425323486328	1.7102241516113281
488	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9587023573211461	6.804380893707275	1.6380436420440674
489	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.9526058507829412	6.362857341766357	1.5108568668365479
490	('essay_set', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9610160981409006	6.380380153656006	1.5441174507141113
491	('essay_set', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.960512954402455	6.602638244628906	1.5692614316940308
492	('essay_set', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.960498507244621	6.269974708557129	1.5858770608901978
493	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.18210654223484024	77.86431884765625	6.001249313354492
494	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.19571619011077368	78.77576446533203	6.314398288726807
495	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.1948808852178765	76.96116638183594	5.994011878967285
496	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.2062281958903205	81.01445007324219	6.577054500579834
497	('essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.2063572145838275	80.48978424072266	6.512080669403076
498	('essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.21020617591340007	80.04315185546875	6.524753570556641
499	('essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.19963359039814077	77.03561401367188	5.968538284301758
500	('avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.16801348116865367	79.97618865966797	6.458125591278076
501	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9645176370710202	5.950784683227539	1.5057839155197144
502	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9307398362832997	8.757412910461426	1.720021367073059
503	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9415008538821003	8.067206382751465	1.8505597114562988
504	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.9406032796433746	8.278748512268066	1.9371410608291626
505	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.927031821653585	9.604905128479004	1.890281081199646
506	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9324083558846321	9.015239715576172	2.048309803009033
507	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9653293029281971	5.723597049713135	1.494915246963501
508	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9596153733011337	6.7378249168396	1.587585210800171
509	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.24007701132202108	86.32588195800781	6.889127731323242
510	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9363929448523446	8.556109428405762	1.708632469177246
